id	species	x	y
SPECIESLINK_1735	Cephalotrigona capitata	-38.9472007751465	-15.6750001907349
SPECIESLINK_1737	Cephalotrigona capitata	-43.3502998352051	-21.7642002105713
SPECIESLINK_1738	Cephalotrigona capitata	-46.6096992492676	-20.718900680542
SPECIESLINK_1804	Cephalotrigona capitata	-46.9799995422363	-22.7000007629395
SPECIESLINK_1806	Cephalotrigona capitata	-41.0069007873535	-20.6714000701904
SPECIESLINK_1809	Cephalotrigona capitata	-51.2333	0.51666
GBIF_1841	Frieseomelitta trichocerata	-34.849176	-7.151808
GBIF_1864	Frieseomelitta trichocerata	-67.613969	-2.755489
GBIF_1865	Frieseomelitta trichocerata	-52.793889	-18.356389
GBIF_1866	Frieseomelitta trichocerata	-67.872194	-1.886028
GBIF_1869	Frieseomelitta trichocerata	-53.192778	-19.024444
GBIF_1870	Frieseomelitta trichocerata	-67.416667	-10.066667
GBIF_1871	Frieseomelitta trichocerata	-71.283333	-11.944722
GBIF_1876	Frieseomelitta trichocerata	-55.378611	3.454722
GBIF_1877	Frieseomelitta trichocerata	-62.443833	-10.7804
GBIF_1878	Frieseomelitta trichocerata	-62.641333	-10.931139
GBIF_1879	Frieseomelitta trichocerata	-59.916667	-2.95
GBIF_1882	Frieseomelitta trichocerata	-59.625	-4.404111
GBIF_1883	Frieseomelitta trichocerata	-66.533333	-4.466667
GBIF_1885	Frieseomelitta trichocerata	-66.183333	-3.75
GBIF_1886	Frieseomelitta trichocerata	-69.02298	-12.53714
GBIF_1887	Frieseomelitta trichocerata	-66.683333	-0.316667
GBIF_1888	Frieseomelitta trichocerata	-59.983333	-3.066667
GBIF_1891	Frieseomelitta trichocerata	-57.044722	-1.078889
GBIF_1894	Frieseomelitta trichocerata	-60.133333	-12.733333
GBIF_1895	Frieseomelitta trichocerata	-61.784611	-0.506472
GBIF_1912	Frieseomelitta trichocerata	-60.025278	-3.113333
GBIF_1915	Frieseomelitta trichocerata	-55.504444	-11.8645
GBIF_1921	Frieseomelitta trichocerata	-76.356944	-11.125
GBIF_1922	Frieseomelitta trichocerata	-61.300472	-5.809472
GBIF_1923	Frieseomelitta trichocerata	-55.75	-15.433333
GBIF_1927	Frieseomelitta trichocerata	-49.25	-25.416667
GBIF_1928	Frieseomelitta trichocerata	-48.5044	-1.4558
SPECIESLINK_3408	Frieseomelitta trichocerata	-66.2833333	-0.3666667
SPECIESLINK_3410	Frieseomelitta trichocerata	-65.0166667	-0.4166667
SPECIESLINK_3411	Frieseomelitta trichocerata	-65.9833333	-0.3333333
SPECIESLINK_3412	Frieseomelitta trichocerata	-58.8333333	-3.0333333
SPECIESLINK_3420	Frieseomelitta trichocerata	-63.4166667	-6.0833333
SPECIESLINK_3429	Frieseomelitta trichocerata	-66.8833	-9.82778
SPECIESLINK_3431	Frieseomelitta trichocerata	-57.7186	-3.38361
SPECIESLINK_3446	Frieseomelitta trichocerata	-55.9836	-4.27611
SPECIESLINK_3452	Frieseomelitta trichocerata	-58.4442	-3.14306
SPECIESLINK_3762	Frieseomelitta trichocerata	-64.416667	-5.766667
SPECIESLINK_3832	Frieseomelitta trichocerata	-57.752799987793	-6.22221994400024
SPECIESLINK_3833	Frieseomelitta trichocerata	-63.9039001464844	-8.76194000244141
GBIF_1934	Frieseomelitta varia	-36.521044	-6.25779
GBIF_1935	Frieseomelitta varia	-39.281023	-7.278294
GBIF_1937	Frieseomelitta varia	-48.995247	-15.8245
GBIF_1938	Frieseomelitta varia	-47.859722	-21.169444
GBIF_1939	Frieseomelitta varia	-46.779513	-16.373101
GBIF_1940	Frieseomelitta varia	-50.060078	-6.062622
GBIF_1941	Frieseomelitta varia	-46.719238	-23.561925
GBIF_1960	Frieseomelitta varia	-54.9372	-2.6364
GBIF_1965	Frieseomelitta varia	-34.9064	-7.8342
GBIF_1971	Frieseomelitta varia	-47.7044	-21.555
GBIF_1973	Frieseomelitta varia	-47.4781	-21.7103
GBIF_1978	Frieseomelitta varia	-49.0606	-22.3147
GBIF_1980	Frieseomelitta varia	-52.24128	-15.89948
GBIF_1984	Frieseomelitta varia	-47.80151	-21.17289
GBIF_1995	Frieseomelitta varia	-59.761	-18.334
GBIF_2048	Frieseomelitta varia	-52.702778	-6.207222
GBIF_2050	Frieseomelitta varia	-55.518889	-1.908333
GBIF_2057	Frieseomelitta varia	-48.381667	-19.924444
GBIF_2058	Frieseomelitta varia	-48.222417	-21.009528
GBIF_2059	Frieseomelitta varia	-47.621806	-1.128333
GBIF_2060	Frieseomelitta varia	-46.866667	-23.183333
SCANBUG_12079	Frieseomelitta varia	-39.0510770161	-16.2488994595
SIBBr_4380	Frieseomelitta varia	-43.494194	-9.223
SIBBr_4576	Frieseomelitta varia	-48.209722	-15.643611
SIBBr_5726	Frieseomelitta varia	-42.870556	-20.753889
SIBBr_12462	Frieseomelitta varia	-39.485153	-7.237222
SIBBr_17862	Frieseomelitta varia	-44.030556	-20.06
SPECIESLINK_3888	Frieseomelitta varia	-47.6735	-15.6506
SPECIESLINK_3892	Frieseomelitta varia	-47.636	-15.623
SPECIESLINK_3893	Frieseomelitta varia	-47.7284	-15.8766
SPECIESLINK_3896	Frieseomelitta varia	-45.816667	-6.583333
SPECIESLINK_3898	Frieseomelitta varia	-47.74619	-15.59519
SPECIESLINK_3917	Frieseomelitta varia	-43.8617	-16.735
SPECIESLINK_3985	Frieseomelitta varia	-36.9185981750488	-6.87222003936768
SPECIESLINK_3987	Frieseomelitta varia	-67.0892028808594	-0.130278006196022
SPECIESLINK_4000	Frieseomelitta varia	-39.2803001403809	-14.7855997085571
SPECIESLINK_4001	Frieseomelitta varia	-52.2508010864258	-15.897500038147
SPECIESLINK_4009	Frieseomelitta varia	-44.418098449707	-15.2941999435425
SPECIESLINK_4042	Frieseomelitta varia	-44.3050003051758	-15.9033002853394
SPECIESLINK_4193	Frieseomelitta varia	-47.9319000244141	-19.7483005523682
SPECIESLINK_4196	Frieseomelitta varia	-48.560001373291	-20.5499992370605
SPECIESLINK_4211	Frieseomelitta varia	-46.4211006164551	-10.5474996566772
SPECIESLINK_4271	Frieseomelitta varia	-47.2099990844727	-22.4799995422363
SPECIESLINK_4277	Frieseomelitta varia	-47.4000015258789	-20.5300006866455
SPECIESLINK_4279	Frieseomelitta varia	-46.9799995422363	-22.7000007629395
SPECIESLINK_4296	Frieseomelitta varia	-36.7989	-6.77556
SPECIESLINK_4297	Frieseomelitta varia	-37.2542	-7.22278
GBIF_2166	Geotrigona fulvohirta	-77.812278	-5.82775
GBIF_2176	Geotrigona fulvohirta	-71.39307	-12.89125
GBIF_2177	Geotrigona fulvohirta	-71.41928	-12.89233
GBIF_2252	Geotrigona fulvohirta	-70.10962	-12.55207
GBIF_2276	Geotrigona fulvohirta	-75.541667	-10.138333
GBIF_2300	Geotrigona fulvohirta	-75.315	-10.785
GBIF_2301	Geotrigona fulvohirta	-75.571667	-10.178333
GBIF_2309	Geotrigona fulvohirta	-76.459722	-0.470556
GBIF_2313	Geotrigona fulvohirta	-76.116667	-2.583333
GBIF_2317	Geotrigona fulvohirta	-73.24722	-3.74806
GBIF_2334	Geotrigona fulvohirta	-69.02298	-12.53714
GBIF_2342	Geotrigona fulvohirta	-78.11135	-2.30868
GBIF_2343	Geotrigona fulvohirta	-65.2226	-26.82414
GBIF_2344	Geotrigona fulvohirta	-67.56667	-14.46667
GBIF_2345	Geotrigona fulvohirta	-71.30333	-13.00339
GBIF_2361	Geotrigona fulvohirta	-76.397417	-0.674167
GBIF_2375	Geotrigona fulvohirta	-76.150361	-0.636917
GBIF_2379	Geotrigona fulvohirta	-76.916917	-0.499139
GBIF_2384	Geotrigona fulvohirta	-74.088889	-9.998889
GBIF_2386	Geotrigona fulvohirta	-74.683333	-11.266667
GBIF_2395	Geotrigona fulvohirta	-75.225	-10.948889
GBIF_2400	Geotrigona fulvohirta	-78.983333	-5.416667
GBIF_2403	Geotrigona fulvohirta	-74.538056	-8.3825
GBIF_2406	Geotrigona fulvohirta	-78.899167	-4.030278
GBIF_2408	Geotrigona fulvohirta	-76.005	-9.2975
GBIF_2421	Geotrigona fulvohirta	-70.753889	-13.231111
GBIF_2423	Geotrigona fulvohirta	-66.130833	-11.128889
GBIF_2444	Geotrigona fulvohirta	-67.528889	-14.441528
GBIF_2447	Geotrigona fulvohirta	-67.8875	-14.148611
GBIF_2462	Geotrigona fulvohirta	-78.113056	-1.461111
GBIF_2479	Geotrigona fulvohirta	-78.95	-4.083333
GBIF_2482	Geotrigona fulvohirta	-75.716667	-0.283333
GBIF_2483	Geotrigona fulvohirta	-77.816667	-0.916667
GBIF_2484	Geotrigona fulvohirta	-67.81	-9.974722
GBIF_2487	Geotrigona fulvohirta	-68.667778	-9.053889
GBIF_4270	Leurotrigona muelleri	-48.290732	-18.917521
GBIF_4271	Leurotrigona muelleri	-54.313628	-15.62872
GBIF_4274	Leurotrigona muelleri	-68.1593	-15.2589
GBIF_4277	Leurotrigona muelleri	-68.18739	-16.67905
GBIF_4278	Leurotrigona muelleri	-67.23927	-10.6386
GBIF_4294	Leurotrigona muelleri	-49.0606	-22.3147
GBIF_4296	Leurotrigona muelleri	-46.9422	-22.3722
GBIF_4330	Leurotrigona muelleri	-47.7044	-21.555
GBIF_4332	Leurotrigona muelleri	-47.4781	-21.7103
GBIF_4377	Leurotrigona muelleri	-47.366667	-8.483333
GBIF_4394	Leurotrigona muelleri	-47.80151	-21.17289
GBIF_4395	Leurotrigona muelleri	-52.24128	-15.89948
GBIF_4397	Leurotrigona muelleri	-51.6972	-20.7628
GBIF_4400	Leurotrigona muelleri	-47.1961	-22.6458
GBIF_4411	Leurotrigona muelleri	-45.43465	-21.55975
GBIF_4431	Leurotrigona muelleri	-47.8894	-22.01945
GBIF_4446	Leurotrigona muelleri	-66.977222	-15.791667
GBIF_4463	Leurotrigona muelleri	-67.528889	-14.441528
GBIF_4464	Leurotrigona muelleri	-67.766667	-15.416667
GBIF_4468	Leurotrigona muelleri	-55.504444	-11.8645
GBIF_4471	Leurotrigona muelleri	-41.266111	-16.016111
GBIF_4472	Leurotrigona muelleri	-76.58475	-7.066861
GBIF_4474	Leurotrigona muelleri	-47.933333	-19.773056
GBIF_4475	Leurotrigona muelleri	-52.327778	-22.5425
GBIF_4477	Leurotrigona muelleri	-47.810417	-21.178528
GBIF_4480	Leurotrigona muelleri	-46.616667	-23.533333
GBIF_4481	Leurotrigona muelleri	-49.05	-26.933333
GBIF_4482	Leurotrigona muelleri	-45.99	-16.5675
GBIF_4488	Leurotrigona muelleri	-47.566667	-20.15
GBIF_4491	Leurotrigona muelleri	-46.609722	-20.718889
GBIF_4514	Leurotrigona muelleri	-52.25	-15.883333
GBIF_4531	Leurotrigona muelleri	-46.366111	-20.326667
GBIF_4533	Leurotrigona muelleri	-57.233333	-15.45
GBIF_4539	Leurotrigona muelleri	-44.391389	-15.606667
GBIF_4564	Leurotrigona muelleri	-44.305	-15.903333
GBIF_4566	Leurotrigona muelleri	-42.716667	-16.95
GBIF_4606	Leurotrigona muelleri	-52.353056	-14.673333
GBIF_4608	Leurotrigona muelleri	-56.066667	-13.816667
GBIF_4716	Leurotrigona muelleri	-49.465	-18.968889
GBIF_4717	Leurotrigona muelleri	-64.75	-10.55
GBIF_4720	Leurotrigona muelleri	-64.55	-10.316667
GBIF_4721	Leurotrigona muelleri	-61.55	-10.316667
GBIF_4722	Leurotrigona muelleri	-64.126667	-10.436944
GBIF_4724	Leurotrigona muelleri	-63.864722	-10.451667
GBIF_4725	Leurotrigona muelleri	-63.928056	-10.151944
GBIF_4726	Leurotrigona muelleri	-64.766667	-10.316667
GBIF_4727	Leurotrigona muelleri	-64.966667	-10.85
GBIF_4732	Leurotrigona muelleri	-62.883333	-11.166667
GBIF_4735	Leurotrigona muelleri	-62.395833	-10.819444
GBIF_4745	Leurotrigona muelleri	-62.55	-9.333333
SIBBr_2777	Leurotrigona muelleri	-49.200639	-26.63025
SIBBr_4977	Leurotrigona muelleri	-46.351319	-20.254467000000002
SIBBr_10132	Leurotrigona muelleri	-47.301636	-21.276578
SPECIESLINK_7980	Leurotrigona muelleri	-47.755241	-15.851236
SPECIESLINK_7981	Leurotrigona muelleri	-47.739	-15.5504
SPECIESLINK_7989	Leurotrigona muelleri	-47.894614	-15.700242
SPECIESLINK_7990	Leurotrigona muelleri	-48.1845	-15.861
SPECIESLINK_8311	Leurotrigona muelleri	-45.6582984924316	-3.96333003044128
SPECIESLINK_8312	Leurotrigona muelleri	-35.1260986328125	-6.83861017227173
SPECIESLINK_8463	Leurotrigona muelleri	-48.5043983459473	-1.4558299779892
SPECIESLINK_8471	Leurotrigona muelleri	-47.2099990844727	-22.4799995422363
GBIF_5165	Melipona compressipes	-54.90115	-2.439495
GBIF_5166	Melipona compressipes	-70.108528	8.777111
GBIF_5170	Melipona compressipes	-54.9372	-2.6364
GBIF_5176	Melipona compressipes	-55.378611	3.454722
GBIF_5187	Melipona compressipes	-61.133333	-4.683333
GBIF_5188	Melipona compressipes	-67.864722	-9.956389
GBIF_5189	Melipona compressipes	-71.05	10.166667
GBIF_5194	Melipona compressipes	-67.083333	-0.116667
GBIF_5205	Melipona compressipes	-45.2433	-5.5056
GBIF_5207	Melipona compressipes	-51.83333	3.83333
GBIF_5209	Melipona compressipes	-49.58333	-2.55
GBIF_5210	Melipona compressipes	-65.548889	3.268056
GBIF_5218	Melipona compressipes	-79.8464	9.1543
GBIF_5219	Melipona compressipes	-61.978056	-1.396111
GBIF_5220	Melipona compressipes	-59.148417	5.2615
GBIF_5231	Melipona compressipes	-66.838056	1.298611
GBIF_5238	Melipona compressipes	-66.000278	0.799722
GBIF_5241	Melipona compressipes	-67.066667	1.916667
GBIF_5242	Melipona compressipes	-63.566667	5.616667
GBIF_5243	Melipona compressipes	-67.702222	4.048611
GBIF_5246	Melipona compressipes	-60.578889	6.335
GBIF_5249	Melipona compressipes	-62.924472	-0.975444
GBIF_5250	Melipona compressipes	-59.828889	3.486944
GBIF_5257	Melipona compressipes	-65.099444	-0.579167
GBIF_5302	Melipona compressipes	-62.204444	-1.305833
GBIF_5360	Melipona compressipes	-69.183333	9.55
GBIF_5361	Melipona compressipes	-70.716667	7.233333
SIBBr_620	Melipona compressipes	-43.554522	-6.7807
SIBBr_6793	Melipona compressipes	-43.6325	-6.565278
SIBBr_12890	Melipona compressipes	-42.088333	-3.318889
SIBBr_15960	Melipona compressipes	-43.6325	-6.615278
SPECIESLINK_9233	Melipona compressipes	-62.9833333	-1.6166667
SPECIESLINK_9425	Melipona compressipes	-54.7083015441895	-2.44305992126465
SPECIESLINK_9426	Melipona compressipes	-48.5043983459473	-1.4558299779892
SPECIESLINK_9429	Melipona compressipes	-48.7689018249512	-1.88389003276825
GBIF_5370	Melipona fasciculata	-54.898223	-2.443252
GBIF_5371	Melipona fasciculata	-51.766667	-3.116667
GBIF_5437	Melipona fasciculata	-43.4237	-3.242346
GBIF_5438	Melipona fasciculata	-43.4036	-3.2078
GBIF_5444	Melipona fasciculata	-46.316667	-10.45
GBIF_5445	Melipona fasciculata	-47.266667	-9.533333
GBIF_5446	Melipona fasciculata	-47.366667	-8.483333
GBIF_5469	Melipona fasciculata	-49.65	-14.266667
GBIF_5471	Melipona fasciculata	-44.3028	-2.5297
GBIF_5475	Melipona fasciculata	-44.233333	-2.583333
GBIF_5477	Melipona fasciculata	-51.133333	-7.766667
GBIF_5479	Melipona fasciculata	-44.766667	-2.616667
GBIF_5484	Melipona fasciculata	-45.466667	-7.016667
GBIF_5492	Melipona fasciculata	-43.883333	-4.466667
GBIF_5493	Melipona fasciculata	-55.116667	-3.083333
GBIF_5498	Melipona fasciculata	-51.83333	3.83333
GBIF_5515	Melipona fasciculata	-48.47061	-1.43728
GBIF_5519	Melipona fasciculata	-55.51729	-1.90486
GBIF_5539	Melipona fasciculata	-43.216667	-5.15
GBIF_5540	Melipona fasciculata	-55.983333	-14.833333
GBIF_5546	Melipona fasciculata	-55.45625	-11.859278
GBIF_5547	Melipona fasciculata	-51.233333	0.516667
GBIF_5553	Melipona fasciculata	-55.966667	-4.216667
GBIF_5554	Melipona fasciculata	-57.966667	-2.55
GBIF_5555	Melipona fasciculata	-44.766667	-3.45
IDIGBIO_2119	Melipona fasciculata	-50.78555	0.51911
SCANBUG_45640	Melipona fasciculata	-47.633333	-21.166667
SCANBUG_55166	Melipona fasciculata	-49.6575	-14.257778
SIBBr_365	Melipona fasciculata	-46.820878	-0.97035
SIBBr_626	Melipona fasciculata	-43.025	-7.604056
SIBBr_1753	Melipona fasciculata	-43.578056	-6.806556
SIBBr_1884	Melipona fasciculata	-41.708889	-3.927778
SIBBr_2348	Melipona fasciculata	-44.555831	-7.228889
SIBBr_13962	Melipona fasciculata	-42.801944	-5.038528
SPECIESLINK_9715	Melipona fasciculata	-44.8213996887207	-2.69583010673523
SPECIESLINK_9727	Melipona fasciculata	-48.5043983459473	-1.4558299779892
SPECIESLINK_10603	Melipona fasciculata	-47.4694	-7.3328
GBIF_10109	Melipona fuliginosa	-51.916667	-3.116667
GBIF_10124	Melipona fuliginosa	-55.724167	-14.827778
GBIF_10125	Melipona fuliginosa	-84.485	10.2014
GBIF_10126	Melipona fuliginosa	-84.618	10.3833
GBIF_10127	Melipona fuliginosa	-83.191	9.92573
GBIF_10128	Melipona fuliginosa	-84.992	10.7036
GBIF_10131	Melipona fuliginosa	-83.944	9.45527
GBIF_10133	Melipona fuliginosa	-58.718056	4.718056
GBIF_10141	Melipona fuliginosa	-68.5044	-10.6517
GBIF_10170	Melipona fuliginosa	-62.183333	-1.316667
GBIF_10177	Melipona fuliginosa	-75.09	-10.56
GBIF_10178	Melipona fuliginosa	-62.737222	-11.726056
GBIF_10180	Melipona fuliginosa	-62.539611	-10.831694
GBIF_10190	Melipona fuliginosa	-64.757722	-10.562528
GBIF_10197	Melipona fuliginosa	-64.699806	-10.758639
GBIF_10209	Melipona fuliginosa	-64.699806	-11.758639
GBIF_10211	Melipona fuliginosa	-62.322194	-10.6995
GBIF_10214	Melipona fuliginosa	-84.797	10.2767
GBIF_10215	Melipona fuliginosa	-83.788	9.76258
GBIF_10216	Melipona fuliginosa	-83.459	9.81836
GBIF_10217	Melipona fuliginosa	-85.0972	10.6641
GBIF_10219	Melipona fuliginosa	-84.05	10.4013
GBIF_10222	Melipona fuliginosa	-83.028	9.67177
GBIF_10230	Melipona fuliginosa	-63.683333	-5.716667
GBIF_10335	Melipona fuliginosa	-73.34833	4.50712
GBIF_10344	Melipona fuliginosa	-79.85	9.183333
GBIF_10345	Melipona fuliginosa	-84.0166	9.4999
GBIF_10350	Melipona fuliginosa	-73.24722	-3.74806
GBIF_10351	Melipona fuliginosa	-83.6349	10.3637
GBIF_10353	Melipona fuliginosa	-83.3912	9.1591
GBIF_10355	Melipona fuliginosa	-83.7056	9.3194
GBIF_10361	Melipona fuliginosa	-60.025	-3.1019
GBIF_10367	Melipona fuliginosa	-51.83333	3.83333
GBIF_10376	Melipona fuliginosa	-48.47061	-1.43728
GBIF_10382	Melipona fuliginosa	-63.9105	-18.0597
GBIF_10383	Melipona fuliginosa	-55.51729	-1.90486
GBIF_10401	Melipona fuliginosa	-66.838056	1.298611
GBIF_10404	Melipona fuliginosa	-63.778056	-13.140556
GBIF_10405	Melipona fuliginosa	-51.721611	-17.875722
GBIF_10406	Melipona fuliginosa	-64.766667	-16.866667
GBIF_10407	Melipona fuliginosa	-66.000278	0.799722
GBIF_10412	Melipona fuliginosa	-59.766667	-3.033333
GBIF_10419	Melipona fuliginosa	-37.083333	-7.690833
GBIF_10421	Melipona fuliginosa	-49.05	-26.933333
GBIF_10422	Melipona fuliginosa	-62.933333	-7.316667
GBIF_10426	Melipona fuliginosa	-39.266667	-14.583333
GBIF_10427	Melipona fuliginosa	-57.65475	-19.009722
GBIF_10428	Melipona fuliginosa	-55.75	-15.433333
GBIF_10432	Melipona fuliginosa	-48.504444	-1.455833
GBIF_10433	Melipona fuliginosa	-56.345556	-15.775
GBIF_10484	Melipona fuliginosa	-77.983333	-1.466667
GBIF_10490	Melipona fuliginosa	-61.219444	-2.1075
GBIF_10532	Melipona fuliginosa	-64.233333	-12.316667
GBIF_10543	Melipona fuliginosa	-60.45	-3.45
SCANBUG_109349	Melipona fuliginosa	-83.716512	10.594274
SCANBUG_109373	Melipona fuliginosa	-85.429477	10.992609
SCANBUG_109413	Melipona fuliginosa	-82.956275	9.519349
SCANBUG_109454	Melipona fuliginosa	-83.008142	9.042024
SCANBUG_109459	Melipona fuliginosa	-83.451882	9.814268
SCANBUG_109461	Melipona fuliginosa	-84.080424	10.328044
SCANBUG_109510	Melipona fuliginosa	-83.494078	8.55971
SCANBUG_109586	Melipona fuliginosa	-84.733405	10.456284
SCANBUG_109613	Melipona fuliginosa	-83.452778	9.972222
SCANBUG_109616	Melipona fuliginosa	-84.08333	10.23333
SCANBUG_109622	Melipona fuliginosa	-83.181016	8.655276
SCANBUG_109697	Melipona fuliginosa	-83.280694	9.603111
SCANBUG_109718	Melipona fuliginosa	-83.455555	8.99583
SCANBUG_109813	Melipona fuliginosa	-84.789074	10.266788
SCANBUG_109880	Melipona fuliginosa	-84.719982	10.312087
SCANBUG_109928	Melipona fuliginosa	-83.116356	9.058478
SIBBr_7302	Melipona fuliginosa	-43.403333	-3.207778
SPECIESLINK_16197	Melipona fuliginosa	-57.7186	-3.38361
SPECIESLINK_16201	Melipona fuliginosa	-60.6206	-3.29972
GBIF_5592	Melipona grandis	-69.48967	-12.861095
GBIF_5593	Melipona grandis	-73.870475	-12.492249
GBIF_5594	Melipona grandis	-72.880243	4.543382
GBIF_5595	Melipona grandis	-71.484047	-12.905035
GBIF_5601	Melipona grandis	-76.314833	-7.081333
GBIF_5603	Melipona grandis	-76.3656	-6.5014
GBIF_5604	Melipona grandis	-76.333333	-6.85
GBIF_5605	Melipona grandis	-71.283333	-11.944722
GBIF_5607	Melipona grandis	-66.793333	-0.203611
GBIF_5613	Melipona grandis	-66.933333	-0.133333
GBIF_5615	Melipona grandis	-62.183333	-1.316667
GBIF_5622	Melipona grandis	-65.988889	-0.333889
GBIF_5627	Melipona grandis	-62.924167	-0.475833
GBIF_5631	Melipona grandis	-62.557983	-9.4101
GBIF_5632	Melipona grandis	-62.383333	-10.866667
GBIF_5634	Melipona grandis	-62.616667	-11.85
GBIF_5636	Melipona grandis	-62.733333	-11.733333
GBIF_5637	Melipona grandis	-61.716667	-11.65
GBIF_5638	Melipona grandis	-61.916667	-11.616667
GBIF_5644	Melipona grandis	-63.539417	-8.370111
GBIF_5645	Melipona grandis	-66.663417	-9.786222
GBIF_5647	Melipona grandis	-62.470972	-10.677944
GBIF_5648	Melipona grandis	-62.355639	-10.81825
GBIF_5650	Melipona grandis	-62.397333	-10.771472
GBIF_5653	Melipona grandis	-62.414528	-10.74925
GBIF_5656	Melipona grandis	-62.407472	-10.807528
GBIF_5666	Melipona grandis	-62.526611	-10.74325
GBIF_5669	Melipona grandis	-62.482833	-10.777
GBIF_5674	Melipona grandis	-62.43475	-10.829972
GBIF_5679	Melipona grandis	-62.494611	-10.80675
GBIF_5683	Melipona grandis	-62.519361	-10.843722
GBIF_5692	Melipona grandis	-62.571889	-10.848917
GBIF_5698	Melipona grandis	-62.629583	-10.834139
GBIF_5712	Melipona grandis	-62.702806	-10.969556
GBIF_5714	Melipona grandis	-62.639556	-10.991139
GBIF_5721	Melipona grandis	-62.732056	-11.000972
GBIF_5724	Melipona grandis	-62.606694	-11.083639
GBIF_5726	Melipona grandis	-62.636194	-11.055861
GBIF_5730	Melipona grandis	-62.657111	-11.028083
GBIF_5745	Melipona grandis	-62.778583	-11.044028
GBIF_5750	Melipona grandis	-62.666694	-11.1715
GBIF_5757	Melipona grandis	-62.877389	-11.001694
GBIF_5759	Melipona grandis	-62.768028	-11.139556
GBIF_5770	Melipona grandis	-62.716667	-11.066667
GBIF_5774	Melipona grandis	-65.183333	-10.383333
GBIF_5778	Melipona grandis	-64.75	-10.55
GBIF_5784	Melipona grandis	-64.966667	-10.85
GBIF_5786	Melipona grandis	-64.916667	-10.816667
GBIF_5787	Melipona grandis	-64.334056	-12.434778
GBIF_5788	Melipona grandis	-64.366667	-12.05
GBIF_5791	Melipona grandis	-64.333333	-12.016667
GBIF_5794	Melipona grandis	-73.774444	-7.458889
GBIF_5795	Melipona grandis	-74.011111	-5.863889
GBIF_5796	Melipona grandis	-64.233333	-10.75
GBIF_5801	Melipona grandis	-69.05	-12.55
GBIF_5803	Melipona grandis	-69.02298	-12.53714
GBIF_5804	Melipona grandis	-62.133333	-4.733333
GBIF_5805	Melipona grandis	-61.883333	-4.416667
GBIF_5806	Melipona grandis	-60.133333	-12.733333
GBIF_5807	Melipona grandis	-64.65	-2.583333
GBIF_5809	Melipona grandis	-64.783333	-7.25
GBIF_5815	Melipona grandis	-67.56667	-14.46667
GBIF_5823	Melipona grandis	-76.857361	-0.297833
GBIF_5824	Melipona grandis	-74.088889	-9.998889
GBIF_5825	Melipona grandis	-73.246944	-3.748056
GBIF_5826	Melipona grandis	-73.956944	-7.466111
GBIF_5827	Melipona grandis	-77.816667	-3.033333
GBIF_5828	Melipona grandis	-76.397417	-0.674167
GBIF_5833	Melipona grandis	-76.285	-0.067167
GBIF_5838	Melipona grandis	-68.127222	-13.7675
GBIF_5839	Melipona grandis	-74.928917	-10.29975
GBIF_5842	Melipona grandis	-77.816667	-0.983333
GBIF_5846	Melipona grandis	-76.616667	-0.445833
GBIF_5848	Melipona grandis	-65.663056	-16.711111
GBIF_5850	Melipona grandis	-60.025278	-3.113333
GBIF_5852	Melipona grandis	-63.778056	-13.140556
GBIF_5862	Melipona grandis	-70.733333	-4.133333
GBIF_5864	Melipona grandis	-66.914722	-12.5325
GBIF_5867	Melipona grandis	-73.541944	-2.811111
GBIF_5870	Melipona grandis	-65.166667	-10.366667
GBIF_5937	Melipona grandis	-62.316667	-10.683333
GBIF_5940	Melipona grandis	-60.983333	-13.45
GBIF_5941	Melipona grandis	-60.901667	-12.555
GBIF_5945	Melipona grandis	-61.183333	-12.55
GBIF_5946	Melipona grandis	-62.833333	-11.883333
GBIF_5951	Melipona grandis	-63.903333	-8.762222
GBIF_5952	Melipona grandis	-70.033333	-4.383333
GBIF_5953	Melipona grandis	-64.55	-10.316667
GBIF_5955	Melipona grandis	-64.083056	-0.316667
GBIF_5956	Melipona grandis	-63.416667	-6.083333
GBIF_5958	Melipona grandis	-63.683333	-5.716667
GBIF_5960	Melipona grandis	-62.066667	-3.85
GBIF_5989	Melipona grandis	-66.533333	-4.466667
GBIF_5992	Melipona grandis	-64.833333	-3.216667
GBIF_6001	Melipona grandis	-62.183333	-10.633333
GBIF_6025	Melipona grandis	-65.031806	-9.663444
SPECIESLINK_9813	Melipona grandis	-69.3666667	0.4166667
SPECIESLINK_9814	Melipona grandis	-64.7981	-7.25861
SPECIESLINK_9819	Melipona grandis	-63.0208	-7.50611
SPECIESLINK_10181	Melipona grandis	-77.433333	-0.133333
SPECIESLINK_10186	Melipona grandis	-63.733333	-8.783333
SPECIESLINK_10188	Melipona grandis	-66.033333	-0.316667
SPECIESLINK_10191	Melipona grandis	-61.75	-1.416667
SPECIESLINK_10192	Melipona grandis	-62.9241981506348	-0.974722027778625
SPECIESLINK_10195	Melipona grandis	-65.3394012451172	-10.7827997207642
GBIF_7762	Melipona melanoventer	-47.616667	-1.116667
GBIF_7764	Melipona melanoventer	-54.733333	-2.466667
GBIF_7765	Melipona melanoventer	-54.9372	-2.6364
GBIF_7771	Melipona melanoventer	-62.510528	-10.869806
GBIF_7777	Melipona melanoventer	-62.55325	-10.811917
GBIF_7778	Melipona melanoventer	-62.707083	-10.937556
GBIF_7779	Melipona melanoventer	-62.868667	-11.019722
